OBJECTID,votdst,NAME,SUM_VOTERS,Shape_Length,Shape_Area
136,0333,BEL 41-0333,400,7520.55468488948,3042945.13281467
137,0408,BEL 41-0408,262,6541.82333535007,1907636.53234563
138,0460,BEL 41-0460,511,11624.0269274599,5443736.10559726
139,0472,BEL 41-0472,553,13365.9918713921,6961631.09632414
140,0475,BEL 41-0475,287,5514.15387716124,1785157.61895135
141,0505,BEL 41-0505,272,5316.74670788742,1752401.81293448
142,0518,BEL 41-0518,273,12415.8434782366,5606539.06492417
143,0658,BEL 41-0658,396,11724.3847044274,7631889.88515314
144,0733,BEL 41-0733,759,14215.3879283604,8516616.38919209
145,0815,BEL 41-0815,524,14576.6995133213,9324853.80088982
146,1026,BEL 41-1026,737,19644.2182671565,10748854.0786794
147,1052,BEL 41-1052,554,16305.5927984842,6951868.06762484
148,1235,BEL 41-1235,331,7953.03593007325,3435779.22192123
149,2386,BEL 41-2386,278,6497.280789252,2267687.3564655
150,2428,BEL 41-2428,763,7275.29385211078,2764939.05884988
151,2429,BEL 41-2429,827,17914.7723275005,9209373.83069923
152,2447,BEL 41-2447,515,8421.53975694504,4467949.372786
153,2484,BEL 41-2484,433,16958.685426821,7453992.46407583
154,2554,BEL 41-2554,636,14570.5899183187,7080214.45061344
155,2556,BEL 41-2556,733,25147.0440028984,10018253.4753868
156,2621,BEL 41-2621,790,14912.5044447301,9653950.34053812
157,2714,BEL 41-2714,576,17184.7349113129,9178499.79158254
158,2719,BEL 41-2719,601,13818.7346629037,5677933.46041977
159,2782,BEL 41-2782,272,7920.92240742705,2617811.41803331
160,2812,BEL 41-2812,339,7701.71602822866,2506238.95259337
161,2906,BEL 41-2906,577,13043.4948687743,9870494.38106529
162,2935,BEL 41-2935,438,17616.160094494,10345587.3017092
163,2936,BEL 41-2936,503,13688.3571210037,5869478.79764282
164,2943,BEL 41-2943,853,10446.1186889069,6106438.28682731
165,2945,BEL 41-2945,545,14594.610873632,4902805.82283997
166,2970,BEL 41-2970,750,11905.3516745895,6953770.56983677
167,3140,BEL 41-3140,305,7992.89161337691,3541460.77457761
168,3225,BEL 41-3225,584,13294.8430075222,5517659.76343218
169,3226,BEL 41-3226,507,11103.3338827188,5190771.1620643
170,3278,BEL 41-3278,292,7913.35538380485,2414397.12351812
171,3291,BEL 41-3291,319,8896.52542278649,2576188.61276063
172,3312,BEL 41-3312,798,16355.2091846935,11963981.2236786
173,3330,BEL 41-3330,317,8744.31755417988,2709799.47782884
174,3370,BEL 41-3370,493,13099.592750673,6909532.74092217
175,3371,BEL 41-3371,812,14888.9193863286,7793473.54744218
176,3583,BEL 41-3583,829,28562.5241090702,16505947.555074
177,3593,BEL 41-3593,735,6432.88576242765,2510318.10765198
178,3608,BEL 41-3608,667,3918.47515675279,852110.967491626
179,3621,BEL 41-3621,495,10414.193500649,3927207.82782694
180,3657,BEL 41-3657,409,10342.0191631888,3776044.91977422
181,3658,BEL 41-3658,421,6508.66185164154,2499684.49432028
182,3671,BEL 41-3671,375,10418.8846758738,3475127.76512256
183,3680,BEL 41-3680,422,8609.91531673607,2797778.09932132
184,3684,BEL 41-3684,277,13065.8276869913,6686027.91166314
185,3695,BEL 41-3695,583,5328.6176325932,1773723.74131496
186,3759,BEL 41-3759,524,4961.6661194461,980418.965678129
187,3827,BEL 41-3827,360,3954.9453428639,874842.40836646
188,3851,BEL 41-3851,180,15204.0211765696,7397837.80565695
189,3861,BEL 41-3861,432,9843.7878084435,5890053.52038997
190,0125,BEL 48-0125,421,9439.96494356707,4395901.51275758
191,0126,BEL 48-0126,389,10080.5167684852,2614847.49359608
192,0127,BEL 48-0127,401,8178.43811746527,3417739.18917319
193,0132,BEL 48-0132,302,8537.0532510593,3741471.45189982
194,0133,BEL 48-0133,331,7734.1011433654,3177692.86382281
195,0134,BEL 48-0134,342,9389.68385816496,3923933.52139454
196,0135,BEL 48-0135,367,9908.66489581414,4206935.80677662
197,0136,BEL 48-0136,374,6485.30714740241,1753210.01580476
198,0138,BEL 48-0138,396,8763.67575925776,4663317.86498038
199,0140,BEL 48-0140,449,7975.89181921029,3529894.34074035
200,0142,BEL 48-0142,290,10262.9466312184,4008666.19403231
201,0143,BEL 48-0143,307,7863.29056188227,3476791.86017885
202,0144,BEL 48-0144,333,9182.02331791309,2100547.07038027
203,0145,BEL 48-0145,307,8346.44926340009,2387538.26269065
204,0146,BEL 48-0146,328,6259.64286426121,2006768.00072768
205,0147,BEL 48-0147,469,8153.47716152314,2962859.31431443
206,0149,BEL 48-0149,474,9806.79488783901,5597951.98084257
207,0151,BEL 48-0151,431,14295.6684401869,8802556.6788919
208,0153,BEL 48-0153,369,6686.68430912674,2227643.03397938
209,0154,BEL 48-0154,263,7332.89472082606,3107353.2536766
210,0156,BEL 48-0156,680,9736.71382638575,4419034.33032589
211,0159,BEL 48-0159,558,8991.39395265472,3890433.6668509
212,0160,BEL 48-0160,300,6944.63956766604,2386488.95077264
213,0162,BEL 48-0162,470,8572.49551043221,3223715.51940815
214,0164,BEL 48-0164,333,8815.56906422922,2706541.00797928
215,0165,BEL 48-0165,808,12033.7256740418,8156232.18186713
216,0166,BEL 48-0166,404,12118.2696431259,4199621.69879462
217,0167,BEL 48-0167,402,12204.7335206607,5412958.48330543
218,0168,BEL 48-0168,270,6063.39230833354,1785759.13368336
219,0169,BEL 48-0169,367,9210.11542626209,3078252.17262431
220,0170,BEL 48-0170,235,6773.82309513415,1623344.83746271
221,0171,BEL 48-0171,509,8647.89723730724,3231518.99707905
222,0177,BEL 48-0177,407,10176.263752636,4638338.98107689
223,0178,BEL 48-0178,547,7551.75615327644,3206225.37907821
224,0186,BEL 48-0186,312,9137.19734120969,4286062.75833353
225,0188,BEL 48-0188,510,9300.9918633807,4784661.4699642
226,0189,BEL 48-0189,573,16111.0204169279,9826549.27154028
227,0190,BEL 48-0190,518,11192.2090752507,5248296.02287962
228,0191,BEL 48-0191,341,10643.7104877991,2833808.26169483
229,0192,BEL 48-0192,332,10828.2874671875,6735393.97966966
230,0193,BEL 48-0193,410,5299.61867980337,1755226.67698587
231,0194,BEL 48-0194,273,6254.23853521663,2319838.39851366
232,0196,BEL 48-0196,327,8652.08582322526,3917867.5430104
233,0198,BEL 48-0198,402,4014.61273192093,898632.364248857
234,0201,BEL 48-0201,529,11316.2252091592,5167995.41884392
235,0207,BEL 48-0207,374,17557.5609030897,6031566.60488219
236,0212,BEL 48-0212,734,9898.09853661461,3933939.9348847
237,0213,BEL 48-0213,608,6498.43565895348,1876485.73637275
238,0216,BEL 48-0216,690,8837.03835442207,3841206.74502021
239,0217,BEL 48-0217,516,8236.48029552304,3209598.05522013
240,0218,BEL 48-0218,603,11406.317694077,7889121.18870087
241,0221,BEL 48-0221,723,20022.0198802902,10944564.0681022
242,0223,BEL 48-0223,413,11245.9365513714,6107240.36264144
243,0224,BEL 48-0224,690,10967.3430089094,6212971.29371799
244,0225,BEL 48-0225,755,34270.3658972373,31126040.3780376
245,0226,BEL 48-0226,330,10592.9429768954,7013086.2893605
246,0227,BEL 48-0227,813,15773.031455105,13470252.3558386
247,0694,BEL 48-0694,377,9398.07008755963,4250828.56638617
248,1023,BEL 48-1023,351,8233.20951675888,2528372.14804252
249,1049,BEL 48-1049,412,17270.084384944,4187577.36191591
250,2412,BEL 48-2412,319,7999.78112052774,2764163.14768932
251,2430,BEL 48-2430,608,8754.18337821578,3388672.58508406
252,2432,BEL 48-2432,410,7881.53242864025,3435494.06032751
253,2434,BEL 48-2434,454,12712.9796701255,8313689.04732297
254,2559,BEL 48-2559,395,14703.0371266693,7421447.78218467
255,2715,BEL 48-2715,522,15972.9870621039,14216314.2001117
256,2716,BEL 48-2716,784,7879.60855143589,3439281.64136235
257,2772,BEL 48-2772,368,11843.4994719337,6031917.82949343
258,2773,BEL 48-2773,314,8563.53608496374,2293818.60566585
259,2774,BEL 48-2774,474,31046.7510496379,26663427.4973149
260,2775,BEL 48-2775,567,9491.77645670747,4044353.80758172
261,2776,BEL 48-2776,551,10708.9962353946,7048176.62855266
262,2778,BEL 48-2778,248,11764.7556101443,2889554.22088243
263,3143,BEL 48-3143,376,5593.48215455059,1949734.89372804
264,3144,BEL 48-3144,512,20230.868987572,15140623.6856328
265,3166,BEL 48-3166,817,5139.13941618231,1332941.8811802
266,3292,BEL 48-3292,424,7467.66727834559,3057094.74704297
267,3498,BEL 48-3498,445,13185.4257963453,5584785.83388909
268,3674,BEL 48-3674,520,5452.13323791636,1247299.56625674
269,3675,BEL 48-3675,462,5300.46228085504,1756036.14509391
270,3761,BEL 48-3761,546,3971.16975558208,883814.521713953
271,3878,BEL 48-3878,393,10545.6585534427,5057546.47972754
272,3891,BENNETT,446,11151.7404381382,4289143.58849607
273,0231,BERNICE,384,6247.53641063515,1896512.02818599
274,3304,BERRYDALE,574,26393.0569807913,29285015.6278062
275,0233,BETTY,612,8261.96519178617,2738203.57664533
276,2653,BIG BEND,518,62707.0658720034,79051317.4360527
277,3707,BIG LEAF,416,15239.7266233066,2573830.77417677
278,0236,BILOXI,450,20443.6365995136,19094084.1925243
279,3576,BINGAMAN,623,12799.940163367,9970332.68321148
280,3294,BITTERROOT,587,73172.0390206855,52843179.5925697
281,3489,BLACK RIVER,683,15011.2807396078,6873872.47906099
282,0252,BOT 01-0252,551,10536.9864429349,5213198.53668174
283,0253,BOT 01-0253,646,7649.46607392871,3145414.92507413
284,0254,BOT 01-0254,682,13888.0898048934,7386113.94640184
285,0255,BOT 01-0255,591,9332.76099100962,4202023.4550312
286,0256,BOT 01-0256,703,13850.8333128573,8566251.57792558
287,0257,BOT 01-0257,724,10774.8856150732,7050263.36497331
288,0258,BOT 01-0258,496,8733.39189470891,3723987.17246602
289,0259,BOT 01-0259,598,16746.2188734378,12696340.651609
290,0260,BOT 01-0260,864,18829.7827138809,12719614.3014787
291,0261,BOT 01-0261,469,7436.78425881437,2334767.39714403
292,0262,BOT 01-0262,407,11012.816550461,3666748.78222981
293,0868,BOT 01-0868,755,10523.3417171098,3627310.44454694
294,1207,BOT 01-1207,616,8328.59390270936,4386710.60259043
295,1224,BOT 01-1224,780,9159.74515183896,5091984.22106319
296,2473,BOT 01-2473,654,18035.2992823358,14471921.5486716
297,2495,BOT 01-2495,688,12908.7657711442,5467158.93295767
298,2676,BOT 01-2676,507,18762.0202134374,15287237.1725236
299,2677,BOT 01-2677,355,12131.5147834987,6658879.96448653
300,2865,BOT 01-2865,628,19034.1422868096,11507760.5430544
301,3195,BOT 01-3195,666,9694.20275165644,3979829.72297479
302,3271,BOT 01-3271,452,17206.7606258828,7811053.20435862
303,3321,BOT 01-3321,445,9397.41472953738,5218975.79227862
304,3398,BOT 01-3398,781,15837.6126899065,11272697.7399292
305,3420,BOT 01-3420,402,9199.39985128823,4832775.83266069
306,3661,BOT 01-3661,657,27476.3560689405,11428099.133959
307,3724,BOT 01-3724,438,7355.56217201601,3039195.27090485
308,3726,BOT 01-3726,513,12209.974843452,3709090.15281594
309,3727,BOT 01-3727,661,9033.48190328365,2434020.45988103
310,3814,BOT 01-3814,472,8527.29648017358,3934804.14517866
311,3881,BOT 01-3881,478,2975.72914697788,531067.231427956
312,3882,BOT 01-3882,482,10916.095949197,5358361.65890733
313,3620,BOT 45-3620,168,4606.88359618035,1051273.52481606
314,2689,BRIAR,536,12003.7074679938,6266053.60416507
315,3525,BRIARWOOD,595,15509.9702985686,8375414.88955086
316,3355,BRIDLE TRAILS,1,23795.8643723643,20780652.9385932
317,2802,BRIGID,199,10451.9558834745,2236956.40202103
318,2832,BRINN,570,59661.203947208,139153668.719723
319,2720,BRITTANY,331,10135.2707740401,5539249.90341939
320,0271,BROKEN HILL,897,12063.7475197391,8859263.85875415
321,2456,BRONSON,855,26329.3443306318,22580869.2660993
322,2654,BROOKSIDE,617,15966.2996552617,12460616.5328971
323,2783,BROOKTRAILS,606,22113.5152046014,12626260.2215485
324,2389,BRYAN,404,22687.274285585,23134827.8352535
325,0273,BRYN MAWR,357,13787.4555401982,1343518.01876191
326,0009,BUR 33-0009,324,9356.85328742004,4298149.63624916
327,0094,BUR 33-0094,581,13640.3876827753,9626136.45780861
328,0251,BUR 33-0251,456,10801.0154437868,4848641.74910005
329,0289,BUR 33-0289,579,9862.31867105899,4719022.59053526
330,0476,BUR 33-0476,533,5782.99411175379,1962749.30852788
331,0562,BUR 33-0562,475,11052.0665026474,6835950.48573193
332,0701,BUR 33-0701,839,11174.8850083521,7111283.4972839
333,0705,BUR 33-0705,703,13886.8702327605,5221681.64929351
334,0729,BUR 33-0729,652,11905.8638490556,6374265.05674407
335,0805,BUR 33-0805,870,12254.4057639511,5576812.39588939
336,0818,BUR 33-0818,520,10739.4890230749,4183622.37454001
337,0957,BUR 33-0957,413,9341.45721129487,4395305.43090854
338,1067,BUR 33-1067,532,12441.6535355164,5775517.53962728
339,1189,BUR 33-1189,780,12838.1713296434,9082081.94310818
340,3716,BUR 33-3716,582,9105.12415192352,3559285.07811527
341,3771,BUR 33-3771,435,7233.93697962689,2924636.51692499
342,3801,BUR 33-3801,448,11188.3906232767,5324657.44984773
343,3852,BUR 33-3852,414,8739.26681788744,4121248.51003596
344,3853,BUR 33-3853,279,13115.2241874476,6521559.568705
345,0025,BUR 34-0025,553,8977.24222962757,3321159.94696361
346,0033,BUR 34-0033,830,12034.9564623174,8386854.72041375
347,0281,BUR 34-0281,1,4465.14463552851,1139678.78021469
348,0295,BUR 34-0295,555,9366.13313813612,3518958.01700148
349,0298,BUR 34-0298,787,14434.41676914,8180039.78238122
350,0311,BUR 34-0311,604,6605.67919122918,2684806.34560732
351,0344,BUR 34-0344,438,13270.1208600689,5258823.85131699
352,0377,BUR 34-0377,684,10432.1004185936,6042452.10925138
353,0381,BUR 34-0381,580,10716.8244350486,5216331.8577946
354,0402,BUR 34-0402,447,7922.19049976289,3447917.73087521
355,0465,BUR 34-0465,270,5223.91208413141,1705240.56204144
356,0485,BUR 34-0485,693,11882.4231731458,5012711.28592629
357,0489,BUR 34-0489,466,11197.9268054531,5973162.37472803
358,0560,BUR 34-0560,619,10563.5124730346,5236780.55582466
359,0699,BUR 34-0699,434,10427.6215060132,5278513.12787814
360,0710,BUR 34-0710,478,13146.9250050588,7494686.87873122
361,0824,BUR 34-0824,708,13218.5538310126,5223000.24723265
362,0848,BUR 34-0848,482,12091.6353912704,5111616.19153774
363,0900,BUR 34-0900,469,7895.18869408147,3468845.4760329
364,0913,BUR 34-0913,852,10635.5042565189,5290389.20157939
365,1032,BUR 34-1032,656,10285.8734666688,4771315.12290084
366,1047,BUR 34-1047,515,7921.99182514917,3508331.13720918
367,1057,BUR 34-1057,714,15411.4683808669,8930587.05747326
368,1058,BUR 34-1058,551,17497.4253332233,11944030.3044478
369,1059,BUR 34-1059,762,14853.2330389573,9795280.10147725
370,1064,BUR 34-1064,604,10154.1071974266,4976138.76193065
371,1082,BUR 34-1082,336,10948.7344910691,4267937.53554235
372,1104,BUR 34-1104,392,6756.78325686758,2707177.28058285
373,1116,BUR 34-1116,494,8392.22644516503,4099567.45844041
374,1136,BUR 34-1136,242,5853.30697908196,1890169.61940478
375,1150,BUR 34-1150,399,10183.273185119,2582150.04369476
376,1192,BUR 34-1192,653,15490.8852099832,6391587.04359409
377,1219,BUR 34-1219,592,11464.6496939516,4591681.61252261
378,3752,BUR 34-3752,534,10465.5825805046,3109159.61872311
379,3792,BUR 34-3792,398,5345.8988060323,1764915.08118417
380,3855,BUR 34-3855,412,9018.72819910862,3449435.56487329
381,3884,BUR 34-3884,465,7985.04547932576,3543858.90700501
382,0278,BURTON,299,15060.10646064,12252501.3371692
383,0321,C-H 48-0321,350,9681.02751296096,4539530.22594255
384,0322,C-H 48-0322,253,9074.60249589867,3076846.09876224
385,0323,C-H 48-0323,450,10374.9966513187,5797990.6821215
386,0324,C-H 48-0324,440,11168.9968973201,5741665.03617801
387,0325,C-H 48-0325,490,11938.6461817826,7038545.46277607
388,0326,C-H 48-0326,286,7714.39094778449,3272584.63904233
389,2721,CADDIS,434,13462.335024884,10224198.3087238
390,0280,CALHOUN,671,62488.9148027759,61819680.5692328
391,0282,CAMELOT,576,7855.97812874107,3528695.51857654
392,0283,CAMPBELL HILL,460,7226.83128409763,2452106.23963697
393,3396,CANDLEWOOD,595,6768.01332862272,1820270.74435898
394,0290,CAR 05-0290,788,23936.926926514,12562628.0703377
395,3290,CAR 05-3290,707,34678.7892545119,19904308.3672062
396,0292,CARPENTER,460,37080.9437291545,69056674.7846528
397,2705,CARRIAGE,408,8230.46087678878,2225457.38727236
398,0293,CARRIAGE LANE,686,9834.5023270086,5377706.03399083
399,3791,CASCARA,525,13282.5469653028,5214486.79991357
400,0300,CEDAR PARK,209,23040.4262784247,14386882.9807126
401,0301,CEDAR RIVER,504,372690.590313933,3061391001.67968
402,0310,CHAUTAUQUA,460,23876.3832436046,31504084.3533887
403,0314,CHERRY VALLEY,647,81013.3256997607,230713232.396712
404,0315,CHINOOK,722,605679.78615139,9019590789.07385
405,2480,CHURCHILL,476,17793.282971619,13862135.624649
406,2391,CLAY,493,27615.482741382,34716909.9639399
407,0318,CLEVELAND,355,38102.5324172804,35057467.4341975
408,0320,CLOVER,612,15799.5642522874,9650478.45086602
409,0327,COALFIELD,799,42228.7866324252,72459192.2207282
410,2803,COLLEEN,523,19148.5438455245,13996481.7943566
411,0330,COLVOS,291,25127.0734745261,27731541.2387286
412,0331,CONNAUGHT,696,16531.83441416,8098712.11683868
413,3333,COOPER,556,84625.208612952,228627977.291164
414,0336,CORNELL,659,12438.8538743865,3783934.3626735
415,2725,CORWIN,849,18611.0402670923,19787597.0659333
416,0338,COTTAGE LAKE,459,13011.4269990626,10242952.9894916
417,0339,COUGAR MTN,10,62962.8378908964,122652396.690472
418,3709,COV 05-3709,1,7936.29319106001,3473004.35037424
419,0279,COV 47-0279,793,13646.2247151555,8378053.55168321
420,0313,COV 47-0313,507,9779.63126986801,5188011.54160376
421,0566,COV 47-0566,441,7891.46543506968,3238349.27110967
422,1127,COV 47-1127,707,10673.8071454522,7089041.69052367
423,1145,COV 47-1145,882,9868.01906132594,4760925.73448874
424,1153,COV 47-1153,563,17618.494918707,10007024.5731488
425,1203,COV 47-1203,838,16285.0969293692,10231120.7938236
426,2390,COV 47-2390,629,10867.5709228911,3305982.79567913
427,2586,COV 47-2586,804,9274.11929814319,4103637.35802915
428,2711,COV 47-2711,603,9310.0783635844,4331179.89227332
429,2843,COV 47-2843,624,10556.3847933141,6958351.0647172
430,2982,COV 47-2982,780,13142.3302225565,8378465.22166209
431,3244,COV 47-3244,569,17403.4261772754,10322561.856633
432,3279,COV 47-3279,498,8145.57017008579,3813477.34375845
433,3365,COV 47-3365,308,12022.5301026511,7671013.13826939
434,3517,COV 47-3517,517,18191.4256607271,16016354.735924
435,3551,COV 47-3551,396,15717.998487633,8881252.55712215
436,3581,COV 47-3581,427,8241.6375187306,3222982.84533582
437,3597,COV 47-3597,319,18925.1874445086,13505355.6522646
438,3713,COV 47-3713,252,8837.26450362886,4107031.99637809
439,3795,COV 47-3795,515,23135.4771063425,7422051.05555641
440,3799,COV 47-3799,343,7354.23287043344,3105201.16715534
441,3854,COV 47-3854,470,10727.1427226077,5364278.02222469
442,3856,COV 47-3856,405,7945.65747904941,3065206.16993628
443,3885,COV 47-3885,454,8160.80721994568,3196161.70048253
444,0342,COVE,589,36364.7151464679,79171526.0962809
445,3339,CROSS,528,57543.3258793956,98888648.9166269
446,3468,CROW,429,108335.823886378,317496841.605226
447,3883,CRYSTAL,587,11498.7571280707,4840884.79662599
448,0348,CUMBERLAND,434,95935.7050083653,267943548.219401
449,2980,CYPRESS,1,2654.66450659447,439693.118825697
450,2804,DANIEL,617,18267.1438003106,11277217.5490963
451,3269,DARWOOD,487,19156.9156397015,10290316.2269578
452,0358,DENVER,876,11585.7429279539,7330111.81401318
453,3843,DERRYHURST,118,6888.79547284375,1152099.08370039
454,0954,DES 30-0954,585,15379.3571975172,7777474.07452249
455,1227,DES 30-1227,718,17484.2700744972,9741515.84556731
456,3888,DES 30-3888,387,12732.353740512,3051310.41322995
457,0016,DES 33-0016,307,5958.67945084519,2201257.58454949
458,0272,DES 33-0272,478,8183.73671439691,3326512.24422803
459,0297,DES 33-0297,580,8763.46521313505,4395852.51023333
460,0360,DES 33-0360,738,11524.5683554999,4332850.14011609
461,0361,DES 33-0361,456,11064.9985250876,3765177.21045001
462,0362,DES 33-0362,719,15668.1024616951,10196914.4983246
463,0363,DES 33-0363,420,7579.65757025763,2917504.59957537
464,0364,DES 33-0364,566,12440.0606327996,5904008.91344537
465,0366,DES 33-0366,666,10938.4264371259,6817469.57859255
466,0367,DES 33-0367,480,10054.3862630503,3850374.85758375
467,0437,DES 33-0437,302,6131.68372434113,2151830.09267
468,0532,DES 33-0532,430,7968.80857441606,3136881.76071676
469,0668,DES 33-0668,443,10392.6962640652,4041824.42546601
470,0682,DES 33-0682,481,7224.21390130191,2911372.33313762
471,0864,DES 33-0864,370,7353.70366392472,2610245.36995339
472,0911,DES 33-0911,719,11409.5156245504,6502203.34556987
473,1071,DES 33-1071,403,7085.10186132763,2414827.82000707
474,1078,DES 33-1078,448,7865.41027209238,3410539.37049311
475,1146,DES 33-1146,616,8504.16377498725,4107890.45467178
476,2394,DES 33-2394,450,9017.46882424667,3253210.69037752
477,2395,DES 33-2395,287,7736.2155222394,3428715.50767052
478,2416,DES 33-2416,569,19869.9534871062,10575651.9360852
479,2455,DES 33-2455,546,7872.84752378071,3450964.13401651
480,2623,DES 33-2623,420,10751.5926035374,2744644.88686678
481,2625,DES 33-2625,525,9388.41522024642,4420835.98785745
482,2626,DES 33-2626,338,5661.91442036292,1916181.81682373
483,2627,DES 33-2627,401,9553.73981250666,3450777.91689311
484,2637,DES 33-2637,597,13380.1564080824,7851239.00124151
485,2671,DES 33-2671,413,8569.69720924591,3096327.9808282
486,2672,DES 33-2672,761,14531.8863897464,6079375.28290643
487,2673,DES 33-2673,407,7219.16061343258,2581176.46911433
488,2674,DES 33-2674,662,13825.2579908433,6301135.46659489
489,2820,DES 33-2820,522,7888.18680132591,3172671.03807235
490,3131,DES 33-3131,317,15673.5790501828,10739747.2820534
491,3889,DES 33-3889,514,6918.78848668304,2676370.98861354
492,3893,DES 33-3893,373,7873.01010412156,2472942.71621012
493,3273,DEVILLE,707,10730.6016217055,5371837.37993273
494,3610,DIAMOND,279,26847.3955132902,33643675.4863917
495,0370,DILWORTH,525,33080.846459737,47198016.6753115
496,3201,DIPPER,620,29762.3915781589,26507936.1780504
497,0371,DOCKTON,813,45230.638055125,89568022.4179707
498,0373,DOLLOFF,458,20964.3362120713,16055588.1259805
499,0374,DOLPHIN,327,18906.4145019655,14826331.735933
500,0379,DORRE DON,875,30467.5515020701,36954264.3902863
501,3221,DOUGLAS,654,29095.7003549197,45166611.7351105
502,3842,DURHAM,390,35343.7231074128,50012398.4317618
503,3205,DUTHIE HILL,412,94528.0149160995,125048886.775249
504,0389,DUV 45-0389,471,19294.6663739913,7234311.55308222
505,2959,DUV 45-2959,556,13749.9053337429,5626762.02120206
506,3218,DUV 45-3218,789,22014.3054063231,14511957.9420594
507,3219,DUV 45-3219,680,16046.1641433826,10873730.2332871
508,3481,DUV 45-3481,470,8232.94165731165,3234242.0363189
509,3502,DUV 45-3502,590,18724.1037964172,13025140.1972308
510,3642,DUV 45-3642,568,9166.00969250968,5056048.69905262
511,3741,DUV 45-3741,552,11293.4603216497,4958418.04166533
512,3742,DUV 45-3742,479,10429.0255969981,3322873.80060785
513,3565,EAGLE,1,26543.3629616771,22173750.3519385
514,0392,EARLINGTON,427,15809.387285193,6069390.53439167
515,3623,EASTRIDGE,577,24807.6377674587,30707799.9744448
516,0395,EASTWOOD,516,14597.5385589164,6719352.66841797
517,3500,EDGEHILL,72,7840.27370280456,3387342.72807235
518,2563,ELIZABETH,647,8623.51690783095,3806845.36685031
519,3283,ELSIE,486,7692.35163581724,3764326.15484512
520,0834,ELSOM,619,20023.1179363466,18040121.3142511
521,3414,ENM 05-3414,1,600.236300315536,22509.8123628361
522,0409,ENM 31-0409,486,12722.4112991129,6774913.11941199
523,0410,ENM 31-0410,793,19583.2812473435,14507856.2471947
524,0411,ENM 31-0411,869,20842.0974102687,9967947.24270643
525,0413,ENM 31-0413,765,9215.7939892587,5201681.91991708
526,0415,ENM 31-0415,288,6107.4532206171,2347546.40952558
527,0416,ENM 31-0416,795,27015.6220044564,12756294.2174864
528,0417,ENM 31-0417,309,10894.4768123148,2845479.76755484
529,0418,ENM 31-0418,715,12353.7209874525,8941657.6935254
530,0419,ENM 31-0419,803,9740.72840747953,5797343.79834102
531,3246,ENM 31-3246,378,17289.8118100742,8261695.66287331
532,3247,ENM 31-3247,783,12454.2882846878,7705512.92454635
533,3248,ENM 31-3248,875,15392.5432780231,12041510.5754091
534,3492,ENM 31-3492,359,17014.0389699642,10961976.1896613
535,3834,ENM 31-3834,269,39772.1281799125,33129491.5111137
536,3890,ENM 31-3890,295,7963.79317269978,3478891.92519206
537,0426,EVERGREEN,560,9980.15614249246,5962179.42914425
538,0427,EXCALIBUR,465,10477.7722428751,4501902.13090054
539,2565,FAIRGLEN,474,10448.3928927594,3470764.3246023
540,2459,FAIRHAVEN,901,28958.9834103073,16382805.9637572
541,2707,FAIRMONT,439,6024.50366198921,2230700.71011074
542,3526,FAIRMONT GLEN,554,21407.9585985222,8877902.33319097
543,2441,FAIRVILLE,668,15934.254319965,7571938.81547217
544,2399,FAIRWEATHER,311,7286.57754779969,2683965.29820619
545,0430,FAIRWOOD,288,7187.11757358556,2143559.43895806
546,3186,FALCON,515,208500.268454925,1374776184.28841
547,0432,FALL CITY,629,14633.5337811872,10016600.4207174
548,2837,FARLEY,833,57917.974386525,114717334.505596
549,2988,FED 30-2988,750,16571.0776740674,11608215.4899707
550,2990,FED 30-2990,759,17778.5740387435,15484977.3226956
551,2991,FED 30-2991,373,10861.2571989878,4551764.22813166
552,2992,FED 30-2992,465,6596.53609383997,2610345.38644558
553,2993,FED 30-2993,798,17358.3290053196,5893046.32811994
554,2994,FED 30-2994,268,7596.50542902977,1957074.56929368
555,2995,FED 30-2995,294,7743.04547036624,3062677.83231375
556,2996,FED 30-2996,352,15300.326749084,12936075.7145871
557,2999,FED 30-2999,492,7909.22361962566,3472875.25493282
558,3000,FED 30-3000,827,10237.0046946965,6540602.9771459
559,3001,FED 30-3001,757,8032.06663354149,3995906.27812824
560,3002,FED 30-3002,561,7867.0211523649,3214626.38746175
561,3003,FED 30-3003,862,37373.1970931965,41296624.255502
562,3004,FED 30-3004,503,12703.8265764846,6305510.49020614
563,3005,FED 30-3005,316,6795.85642365379,2267377.18979558
564,3006,FED 30-3006,603,10575.2955694428,7162929.40181424
565,3007,FED 30-3007,280,6603.56255066578,2190867.58564448
566,3008,FED 30-3008,496,8110.93702802795,3661939.48441024
567,3010,FED 30-3010,366,16367.8066320924,7371956.64012901
568,3011,FED 30-3011,473,10246.8269943687,4092043.60753033
569,3012,FED 30-3012,338,6387.5621942696,2398826.35265047
570,3013,FED 30-3013,352,8788.74672613177,3608512.65882503
571,3014,FED 30-3014,494,14355.1895494043,11132724.5361421
572,3015,FED 30-3015,427,11485.400372364,5267168.72914508
573,3017,FED 30-3017,791,12510.33177421,8158211.7186302
574,3018,FED 30-3018,347,9944.6115786132,5346269.13561115
575,3019,FED 30-3019,504,18624.2896443985,10217424.4309592
576,3020,FED 30-3020,578,15079.7401115858,7490209.13209439
577,3021,FED 30-3021,743,11726.1249834885,4676827.66462853
578,3022,FED 30-3022,220,6130.93927010303,2172272.19882664
579,3023,FED 30-3023,436,11502.3496232433,4077994.28343462
580,3024,FED 30-3024,379,11874.0531445884,4923289.159343
